age_group,gender,height_category,weight_category,gymorhome,goal,budget,diet_type,workout_plan,diet_plan
senior,male,short,normal,home,stamina,medium,non-vegetarian,Mon: Running in Place; Tue: Burpees; Wed: HIIT Cardio; Thu: HIIT Cardio; Fri: Jump Rope; Sat: Jump Rope; Sun: Bodyweight Circuit,Breakfast: Grilled Chicken + Rice; Lunch: Grilled Chicken + Rice; Snacks: Fruit + Nuts; Dinner: Egg Omelette + Toast; Breakfast2: Egg Omelette + Toast; Lunch2: Fruit + Nuts; Snacks2: Fish Soup + Veggies
senior,female,medium,overweight,home,stamina,high,vegan,Mon: Bodyweight Circuit; Tue: HIIT Cardio; Wed: Bodyweight Circuit; Thu: Jump Rope; Fri: Running in Place; Sat: HIIT Cardio; Sun: Burpees,Breakfast: Veggie Soup + Bread; Lunch: Fruit + Nuts; Snacks: Veg Wrap + Rice; Dinner: Smoothie Bowl; Breakfast2: Veg Wrap + Rice; Lunch2: Veggie Soup + Bread; Snacks2: Smoothie Bowl
middle,male,tall,underweight,home,stamina,high,vegan,Mon: Running in Place; Tue: Bodyweight Circuit; Wed: Burpees; Thu: HIIT Cardio; Fri: Bodyweight Circuit; Sat: HIIT Cardio; Sun: Running in Place,Breakfast: Veg Wrap + Rice; Lunch: Fruit + Nuts; Snacks: Smoothie Bowl; Dinner: Veggie Soup + Bread; Breakfast2: Veg Wrap + Rice; Lunch2: Smoothie Bowl; Snacks2: Fruit + Nuts
middle,male,medium,obese,gym,flexibility,high,vegetarian,Mon: Stretching; Tue: Yoga Machines; Wed: Pilates Machines; Thu: Balance Boards; Fri: Core Machines; Sat: Pilates Machines; Sun: Balance Boards,Breakfast: Oatmeal + Soy Milk; Lunch: Veg Stir Fry + Rice; Snacks: Fruit + Yogurt; Dinner: Salads + Tofu; Breakfast2: Veg Stir Fry + Rice; Lunch2: Fruit + Yogurt; Snacks2: Oatmeal + Soy Milk
teen,female,short,obese,gym,weight-loss,medium,vegan,Mon: Battle Ropes; Tue: Rowing Machine; Wed: Cross Trainer; Thu: Rowing Machine; Fri: Treadmill HIIT; Sat: Battle Ropes; Sun: Treadmill HIIT,Breakfast: Fruit + Nuts; Lunch: Lentil Salad + Veg; Snacks: Oatmeal + Almond Milk; Dinner: Lentil Salad + Veg; Breakfast2: Tofu Soup + Veggies; Lunch2: Oatmeal + Almond Milk; Snacks2: Fruit + Nuts
senior,female,tall,obese,home,weight-loss,medium,vegetarian,Mon: Jumping Jacks; Tue: High Knees; Wed: Bodyweight Circuit; Thu: Burpees; Fri: Burpees; Sat: Mountain Climbers; Sun: High Knees,Breakfast: Fruit + Nuts; Lunch: Oats + Skim Milk + Banana; Snacks: Lentil Soup + Veggies; Dinner: Vegetable Salad + Quinoa; Breakfast2: Fruit + Nuts; Lunch2: Vegetable Salad + Quinoa; Snacks2: Lentil Soup + Veggies
middle,female,short,obese,gym,muscle-gain,medium,vegan,Mon: Leg Press; Tue: Leg Press; Wed: Pull-up Bar; Thu: Squat Rack; Fri: Bench Press; Sat: Pull-up Bar; Sun: Squat Rack,Breakfast: Tofu + Quinoa; Lunch: Tofu + Quinoa; Snacks: Chickpeas + Brown Rice; Dinner: Nuts + Smoothie; Breakfast2: Nuts + Smoothie; Lunch2: Tempeh Stir Fry + Veggies; Snacks2: Tempeh Stir Fry + Veggies
middle,female,short,overweight,gym,weight-loss,medium,vegetarian,Mon: Spinning; Tue: Battle Ropes; Wed: Treadmill HIIT; Thu: Battle Ropes; Fri: Rowing Machine; Sat: Cross Trainer; Sun: Treadmill HIIT,Breakfast: Vegetable Salad + Quinoa; Lunch: Lentil Soup + Veggies; Snacks: Lentil Soup + Veggies; Dinner: Oats + Skim Milk + Banana; Breakfast2: Oats + Skim Milk + Banana; Lunch2: Vegetable Salad + Quinoa; Snacks2: Fruit + Nuts
teen,female,tall,normal,gym,weight-loss,high,non-vegetarian,Mon: Cross Trainer; Tue: Battle Ropes; Wed: Battle Ropes; Thu: Spinning; Fri: Spinning; Sat: Cross Trainer; Sun: Treadmill HIIT,Breakfast: Eggs + Oats + Milk; Lunch: Chicken + Rice + Veg; Snacks: Fish + Sweet Potato; Dinner: Protein Shake + Nuts; Breakfast2: Eggs + Oats + Milk; Lunch2: Protein Shake + Nuts; Snacks2: Fish + Sweet Potato
young,female,medium,overweight,gym,flexibility,medium,vegetarian,Mon: Balance Boards; Tue: Stretching; Wed: Yoga Machines; Thu: Core Machines; Fri: Yoga Machines; Sat: Pilates Machines; Sun: Balance Boards,Breakfast: Salads + Tofu; Lunch: Fruit + Yogurt; Snacks: Veg Stir Fry + Rice; Dinner: Veg Stir Fry + Rice; Breakfast2: Oatmeal + Soy Milk; Lunch2: Fruit + Yogurt; Snacks2: Salads + Tofu
teen,male,tall,obese,home,weight-loss,low,vegan,Mon: Bodyweight Circuit; Tue: Jumping Jacks; Wed: Burpees; Thu: Burpees; Fri: High Knees; Sat: Jumping Jacks; Sun: Mountain Climbers,Breakfast: Tofu Soup + Veggies; Lunch: Lentil Salad + Veg; Snacks: Lentil Salad + Veg; Dinner: Fruit + Nuts; Breakfast2: Oatmeal + Almond Milk; Lunch2: Tofu Soup + Veggies; Snacks2: Oatmeal + Almond Milk
teen,male,medium,overweight,home,muscle-gain,low,vegan,Mon: Push-ups; Tue: Push-ups; Wed: Squats; Thu: Lunges; Fri: Pull-ups; Sat: Pull-ups; Sun: Squats,Breakfast: Nuts + Smoothie; Lunch: Tofu + Quinoa; Snacks: Tempeh Stir Fry + Veggies; Dinner: Tempeh Stir Fry + Veggies; Breakfast2: Nuts + Smoothie; Lunch2: Chickpeas + Brown Rice; Snacks2: Tofu + Quinoa
young,male,medium,overweight,home,muscle-gain,low,vegan,Mon: Lunges; Tue: Push-ups; Wed: Push-ups; Thu: Lunges; Fri: Squats; Sat: Pull-ups; Sun: Squats,Breakfast: Tempeh Stir Fry + Veggies; Lunch: Chickpeas + Brown Rice; Snacks: Tofu + Quinoa; Dinner: Tempeh Stir Fry + Veggies; Breakfast2: Tofu + Quinoa; Lunch2: Nuts + Smoothie; Snacks2: Chickpeas + Brown Rice
middle,male,short,underweight,home,weight-loss,low,vegetarian,Mon: Burpees; Tue: Mountain Climbers; Wed: Jumping Jacks; Thu: Jumping Jacks; Fri: High Knees; Sat: Burpees; Sun: High Knees,Breakfast: Lentil Soup + Veggies; Lunch: Fruit + Nuts; Snacks: Vegetable Salad + Quinoa; Dinner: Oats + Skim Milk + Banana; Breakfast2: Lentil Soup + Veggies; Lunch2: Vegetable Salad + Quinoa; Snacks2: Oats + Skim Milk + Banana
teen,male,tall,overweight,home,weight-loss,low,vegetarian,Mon: High Knees; Tue: Mountain Climbers; Wed: High Knees; Thu: Jumping Jacks; Fri: Bodyweight Circuit; Sat: Bodyweight Circuit; Sun: Burpees,Breakfast: Lentil Soup + Veggies; Lunch: Vegetable Salad + Quinoa; Snacks: Oats + Skim Milk + Banana; Dinner: Fruit + Nuts; Breakfast2: Vegetable Salad + Quinoa; Lunch2: Lentil Soup + Veggies; Snacks2: Oats + Skim Milk + Banana
senior,male,short,underweight,gym,stamina,low,vegan,Mon: HIIT Treadmill; Tue: Stair Climber; Wed: Jump Rope; Thu: Elliptical; Fri: HIIT Treadmill; Sat: Circuit Training; Sun: Elliptical,Breakfast: Veggie Soup + Bread; Lunch: Smoothie Bowl; Snacks: Veggie Soup + Bread; Dinner: Veg Wrap + Rice; Breakfast2: Fruit + Nuts; Lunch2: Fruit + Nuts; Snacks2: Veg Wrap + Rice
teen,female,tall,overweight,gym,weight-loss,high,non-vegetarian,Mon: Rowing Machine; Tue: Spinning; Wed: Treadmill HIIT; Thu: Rowing Machine; Fri: Cross Trainer; Sat: Spinning; Sun: Treadmill HIIT,Breakfast: Protein Shake + Nuts; Lunch: Fish + Sweet Potato; Snacks: Eggs + Oats + Milk; Dinner: Fish + Sweet Potato; Breakfast2: Protein Shake + Nuts; Lunch2: Chicken + Rice + Veg; Snacks2: Chicken + Rice + Veg
young,male,medium,underweight,home,weight-loss,high,vegan,Mon: Jumping Jacks; Tue: Mountain Climbers; Wed: Bodyweight Circuit; Thu: Jumping Jacks; Fri: Mountain Climbers; Sat: High Knees; Sun: Bodyweight Circuit,Breakfast: Tofu Soup + Veggies; Lunch: Lentil Salad + Veg; Snacks: Oatmeal + Almond Milk; Dinner: Oatmeal + Almond Milk; Breakfast2: Tofu Soup + Veggies; Lunch2: Lentil Salad + Veg; Snacks2: Fruit + Nuts
middle,female,tall,obese,home,stamina,medium,non-vegetarian,Mon: HIIT Cardio; Tue: Bodyweight Circuit; Wed: Running in Place; Thu: Jump Rope; Fri: Jump Rope; Sat: HIIT Cardio; Sun: Burpees,Breakfast: Grilled Chicken + Rice; Lunch: Grilled Chicken + Rice; Snacks: Fish Soup + Veggies; Dinner: Fish Soup + Veggies; Breakfast2: Fruit + Nuts; Lunch2: Fruit + Nuts; Snacks2: Egg Omelette + Toast
teen,male,short,obese,gym,muscle-gain,high,non-vegetarian,Mon: Pull-up Bar; Tue: Bench Press; Wed: Squat Rack; Thu: Deadlift; Fri: Deadlift; Sat: Squat Rack; Sun: Bench Press,Breakfast: Fish Stir Fry + Veggies; Lunch: Chicken Breast + Brown Rice; Snacks: Eggs + Quinoa; Dinner: Eggs + Quinoa; Breakfast2: Fish Stir Fry + Veggies; Lunch2: Protein Shake + Nuts; Snacks2: Chicken Breast + Brown Rice
teen,female,tall,overweight,gym,stamina,low,non-vegetarian,Mon: Elliptical; Tue: Jump Rope; Wed: Circuit Training; Thu: Circuit Training; Fri: HIIT Treadmill; Sat: Jump Rope; Sun: Stair Climber,Breakfast: Grilled Chicken + Rice; Lunch: Fruit + Nuts; Snacks: Fruit + Nuts; Dinner: Fish Soup + Veggies; Breakfast2: Fish Soup + Veggies; Lunch2: Egg Omelette + Toast; Snacks2: Grilled Chicken + Rice
middle,female,medium,underweight,gym,muscle-gain,low,vegetarian,Mon: Pull-up Bar; Tue: Bench Press; Wed: Leg Press; Thu: Bench Press; Fri: Deadlift; Sat: Deadlift; Sun: Pull-up Bar,Breakfast: Paneer + Brown Rice; Lunch: Nuts + Smoothie; Snacks: Tofu Stir Fry + Veggies; Dinner: Tofu Stir Fry + Veggies; Breakfast2: Chickpeas + Quinoa; Lunch2: Nuts + Smoothie; Snacks2: Paneer + Brown Rice
senior,male,tall,normal,gym,flexibility,low,non-vegetarian,Mon: Yoga Machines; Tue: Pilates Machines; Wed: Pilates Machines; Thu: Balance Boards; Fri: Balance Boards; Sat: Stretching; Sun: Yoga Machines,Breakfast: Chicken Salad + Quinoa; Lunch: Protein Shake + Nuts; Snacks: Protein Shake + Nuts; Dinner: Chicken Salad + Quinoa; Breakfast2: Eggs + Oats; Lunch2: Fish + Veg Stir Fry; Snacks2: Eggs + Oats
teen,female,medium,overweight,gym,weight-loss,low,non-vegetarian,Mon: Rowing Machine; Tue: Spinning; Wed: Rowing Machine; Thu: Battle Ropes; Fri: Cross Trainer; Sat: Treadmill HIIT; Sun: Battle Ropes,Breakfast: Protein Shake + Nuts; Lunch: Chicken + Rice + Veg; Snacks: Eggs + Oats + Milk; Dinner: Protein Shake + Nuts; Breakfast2: Fish + Sweet Potato; Lunch2: Eggs + Oats + Milk; Snacks2: Fish + Sweet Potato
young,male,tall,overweight,gym,stamina,low,vegan,Mon: Jump Rope; Tue: Elliptical; Wed: Stair Climber; Thu: Elliptical; Fri: Circuit Training; Sat: Jump Rope; Sun: Stair Climber,Breakfast: Smoothie Bowl; Lunch: Veggie Soup + Bread; Snacks: Fruit + Nuts; Dinner: Veg Wrap + Rice; Breakfast2: Fruit + Nuts; Lunch2: Veg Wrap + Rice; Snacks2: Smoothie Bowl
middle,female,tall,overweight,gym,weight-loss,high,non-vegetarian,Mon: Treadmill HIIT; Tue: Cross Trainer; Wed: Spinning; Thu: Treadmill HIIT; Fri: Spinning; Sat: Battle Ropes; Sun: Rowing Machine,Breakfast: Chicken + Rice + Veg; Lunch: Eggs + Oats + Milk; Snacks: Eggs + Oats + Milk; Dinner: Fish + Sweet Potato; Breakfast2: Chicken + Rice + Veg; Lunch2: Protein Shake + Nuts; Snacks2: Protein Shake + Nuts
senior,male,medium,normal,gym,weight-loss,high,non-vegetarian,Mon: Cross Trainer; Tue: Treadmill HIIT; Wed: Battle Ropes; Thu: Spinning; Fri: Treadmill HIIT; Sat: Spinning; Sun: Cross Trainer,Breakfast: Fish + Sweet Potato; Lunch: Protein Shake + Nuts; Snacks: Fish + Sweet Potato; Dinner: Chicken + Rice + Veg; Breakfast2: Eggs + Oats + Milk; Lunch2: Chicken + Rice + Veg; Snacks2: Eggs + Oats + Milk
teen,male,short,obese,home,stamina,medium,vegetarian,Mon: Bodyweight Circuit; Tue: Jump Rope; Wed: Running in Place; Thu: HIIT Cardio; Fri: Jump Rope; Sat: HIIT Cardio; Sun: Running in Place,Breakfast: Smoothie + Oats; Lunch: Vegetable Soup + Bread; Snacks: Fruit + Nuts; Dinner: Smoothie + Oats; Breakfast2: Fruit + Nuts; Lunch2: Vegetable Wraps + Rice; Snacks2: Vegetable Wraps + Rice
young,male,medium,obese,gym,muscle-gain,high,non-vegetarian,Mon: Squat Rack; Tue: Bench Press; Wed: Leg Press; Thu: Deadlift; Fri: Pull-up Bar; Sat: Bench Press; Sun: Pull-up Bar,Breakfast: Chicken Breast + Brown Rice; Lunch: Protein Shake + Nuts; Snacks: Fish Stir Fry + Veggies; Dinner: Fish Stir Fry + Veggies; Breakfast2: Protein Shake + Nuts; Lunch2: Chicken Breast + Brown Rice; Snacks2: Eggs + Quinoa
teen,male,medium,obese,home,weight-loss,medium,non-vegetarian,Mon: High Knees; Tue: Jumping Jacks; Wed: Jumping Jacks; Thu: Bodyweight Circuit; Fri: Mountain Climbers; Sat: Burpees; Sun: Bodyweight Circuit,Breakfast: Fish + Sweet Potato; Lunch: Protein Shake + Nuts; Snacks: Chicken + Rice + Veg; Dinner: Chicken + Rice + Veg; Breakfast2: Eggs + Oats + Milk; Lunch2: Protein Shake + Nuts; Snacks2: Eggs + Oats + Milk
teen,male,tall,obese,gym,muscle-gain,low,non-vegetarian,Mon: Pull-up Bar; Tue: Leg Press; Wed: Squat Rack; Thu: Bench Press; Fri: Bench Press; Sat: Squat Rack; Sun: Leg Press,Breakfast: Eggs + Quinoa; Lunch: Protein Shake + Nuts; Snacks: Fish Stir Fry + Veggies; Dinner: Chicken Breast + Brown Rice; Breakfast2: Fish Stir Fry + Veggies; Lunch2: Eggs + Quinoa; Snacks2: Chicken Breast + Brown Rice
senior,male,short,underweight,gym,weight-loss,medium,vegan,Mon: Treadmill HIIT; Tue: Cross Trainer; Wed: Rowing Machine; Thu: Treadmill HIIT; Fri: Battle Ropes; Sat: Battle Ropes; Sun: Spinning,Breakfast: Oatmeal + Almond Milk; Lunch: Fruit + Nuts; Snacks: Tofu Soup + Veggies; Dinner: Fruit + Nuts; Breakfast2: Lentil Salad + Veg; Lunch2: Lentil Salad + Veg; Snacks2: Tofu Soup + Veggies
young,male,tall,underweight,gym,stamina,high,non-vegetarian,Mon: Elliptical; Tue: Jump Rope; Wed: Circuit Training; Thu: Stair Climber; Fri: Stair Climber; Sat: HIIT Treadmill; Sun: Elliptical,Breakfast: Egg Omelette + Toast; Lunch: Fish Soup + Veggies; Snacks: Grilled Chicken + Rice; Dinner: Fish Soup + Veggies; Breakfast2: Fruit + Nuts; Lunch2: Egg Omelette + Toast; Snacks2: Grilled Chicken + Rice
teen,male,medium,underweight,gym,weight-loss,medium,vegetarian,Mon: Spinning; Tue: Rowing Machine; Wed: Battle Ropes; Thu: Cross Trainer; Fri: Spinning; Sat: Battle Ropes; Sun: Cross Trainer,Breakfast: Fruit + Nuts; Lunch: Vegetable Salad + Quinoa; Snacks: Oats + Skim Milk + Banana; Dinner: Oats + Skim Milk + Banana; Breakfast2: Lentil Soup + Veggies; Lunch2: Lentil Soup + Veggies; Snacks2: Fruit + Nuts
teen,male,medium,overweight,gym,weight-loss,high,non-vegetarian,Mon: Treadmill HIIT; Tue: Battle Ropes; Wed: Cross Trainer; Thu: Cross Trainer; Fri: Rowing Machine; Sat: Treadmill HIIT; Sun: Spinning,Breakfast: Eggs + Oats + Milk; Lunch: Eggs + Oats + Milk; Snacks: Fish + Sweet Potato; Dinner: Chicken + Rice + Veg; Breakfast2: Protein Shake + Nuts; Lunch2: Fish + Sweet Potato; Snacks2: Chicken + Rice + Veg
young,female,tall,obese,gym,weight-loss,low,vegetarian,Mon: Spinning; Tue: Rowing Machine; Wed: Cross Trainer; Thu: Battle Ropes; Fri: Treadmill HIIT; Sat: Spinning; Sun: Rowing Machine,Breakfast: Lentil Soup + Veggies; Lunch: Fruit + Nuts; Snacks: Vegetable Salad + Quinoa; Dinner: Vegetable Salad + Quinoa; Breakfast2: Lentil Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Oats + Skim Milk + Banana
young,male,medium,obese,gym,muscle-gain,low,vegetarian,Mon: Bench Press; Tue: Deadlift; Wed: Leg Press; Thu: Pull-up Bar; Fri: Pull-up Bar; Sat: Squat Rack; Sun: Leg Press,Breakfast: Paneer + Brown Rice; Lunch: Nuts + Smoothie; Snacks: Chickpeas + Quinoa; Dinner: Tofu Stir Fry + Veggies; Breakfast2: Tofu Stir Fry + Veggies; Lunch2: Chickpeas + Quinoa; Snacks2: Paneer + Brown Rice
middle,female,short,underweight,home,muscle-gain,medium,vegan,Mon: Push-ups; Tue: Resistance Bands; Wed: Pull-ups; Thu: Lunges; Fri: Pull-ups; Sat: Lunges; Sun: Push-ups,Breakfast: Tempeh Stir Fry + Veggies; Lunch: Tempeh Stir Fry + Veggies; Snacks: Tofu + Quinoa; Dinner: Nuts + Smoothie; Breakfast2: Nuts + Smoothie; Lunch2: Chickpeas + Brown Rice; Snacks2: Tofu + Quinoa
young,female,short,obese,gym,stamina,high,non-vegetarian,Mon: Elliptical; Tue: Elliptical; Wed: Stair Climber; Thu: HIIT Treadmill; Fri: Stair Climber; Sat: Circuit Training; Sun: Jump Rope,Breakfast: Egg Omelette + Toast; Lunch: Fish Soup + Veggies; Snacks: Egg Omelette + Toast; Dinner: Grilled Chicken + Rice; Breakfast2: Fruit + Nuts; Lunch2: Fish Soup + Veggies; Snacks2: Grilled Chicken + Rice
teen,male,tall,normal,gym,stamina,high,vegetarian,Mon: Circuit Training; Tue: HIIT Treadmill; Wed: HIIT Treadmill; Thu: Stair Climber; Fri: Circuit Training; Sat: Jump Rope; Sun: Stair Climber,Breakfast: Vegetable Soup + Bread; Lunch: Smoothie + Oats; Snacks: Vegetable Wraps + Rice; Dinner: Fruit + Nuts; Breakfast2: Fruit + Nuts; Lunch2: Vegetable Wraps + Rice; Snacks2: Vegetable Soup + Bread
teen,female,short,overweight,home,muscle-gain,low,vegan,Mon: Resistance Bands; Tue: Pull-ups; Wed: Push-ups; Thu: Resistance Bands; Fri: Push-ups; Sat: Squats; Sun: Pull-ups,Breakfast: Tempeh Stir Fry + Veggies; Lunch: Tofu + Quinoa; Snacks: Nuts + Smoothie; Dinner: Chickpeas + Brown Rice; Breakfast2: Tofu + Quinoa; Lunch2: Nuts + Smoothie; Snacks2: Tempeh Stir Fry + Veggies
senior,female,medium,obese,home,flexibility,medium,non-vegetarian,Mon: Pilates Mat; Tue: Yoga Flow; Wed: Stretching; Thu: Stretching; Fri: Mobility Drills; Sat: Pilates Mat; Sun: Balance Exercises,Breakfast: Fish + Veg Stir Fry; Lunch: Eggs + Oats; Snacks: Chicken Salad + Quinoa; Dinner: Protein Shake + Nuts; Breakfast2: Eggs + Oats; Lunch2: Chicken Salad + Quinoa; Snacks2: Fish + Veg Stir Fry
young,male,medium,underweight,gym,weight-loss,low,non-vegetarian,Mon: Treadmill HIIT; Tue: Cross Trainer; Wed: Spinning; Thu: Treadmill HIIT; Fri: Rowing Machine; Sat: Cross Trainer; Sun: Spinning,Breakfast: Fish + Sweet Potato; Lunch: Protein Shake + Nuts; Snacks: Fish + Sweet Potato; Dinner: Chicken + Rice + Veg; Breakfast2: Eggs + Oats + Milk; Lunch2: Chicken + Rice + Veg; Snacks2: Protein Shake + Nuts
young,male,tall,underweight,home,weight-loss,medium,vegetarian,Mon: Jumping Jacks; Tue: Bodyweight Circuit; Wed: Bodyweight Circuit; Thu: High Knees; Fri: Burpees; Sat: High Knees; Sun: Burpees,Breakfast: Fruit + Nuts; Lunch: Vegetable Salad + Quinoa; Snacks: Lentil Soup + Veggies; Dinner: Oats + Skim Milk + Banana; Breakfast2: Oats + Skim Milk + Banana; Lunch2: Fruit + Nuts; Snacks2: Lentil Soup + Veggies
middle,female,medium,obese,gym,stamina,medium,vegetarian,Mon: HIIT Treadmill; Tue: Jump Rope; Wed: Elliptical; Thu: HIIT Treadmill; Fri: Jump Rope; Sat: Circuit Training; Sun: Stair Climber,Breakfast: Vegetable Soup + Bread; Lunch: Vegetable Soup + Bread; Snacks: Fruit + Nuts; Dinner: Fruit + Nuts; Breakfast2: Smoothie + Oats; Lunch2: Smoothie + Oats; Snacks2: Vegetable Wraps + Rice
senior,male,short,normal,gym,stamina,high,non-vegetarian,Mon: Circuit Training; Tue: Jump Rope; Wed: Elliptical; Thu: Elliptical; Fri: HIIT Treadmill; Sat: Circuit Training; Sun: Stair Climber,Breakfast: Fish Soup + Veggies; Lunch: Grilled Chicken + Rice; Snacks: Fish Soup + Veggies; Dinner: Fruit + Nuts; Breakfast2: Fruit + Nuts; Lunch2: Egg Omelette + Toast; Snacks2: Grilled Chicken + Rice
teen,male,tall,obese,gym,stamina,high,non-vegetarian,Mon: Circuit Training; Tue: Jump Rope; Wed: Circuit Training; Thu: Elliptical; Fri: Jump Rope; Sat: HIIT Treadmill; Sun: Stair Climber,Breakfast: Fish Soup + Veggies; Lunch: Fruit + Nuts; Snacks: Egg Omelette + Toast; Dinner: Egg Omelette + Toast; Breakfast2: Fish Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Grilled Chicken + Rice
teen,female,short,normal,gym,stamina,high,vegetarian,Mon: Elliptical; Tue: Circuit Training; Wed: Jump Rope; Thu: HIIT Treadmill; Fri: Circuit Training; Sat: Jump Rope; Sun: Stair Climber,Breakfast: Smoothie + Oats; Lunch: Vegetable Wraps + Rice; Snacks: Smoothie + Oats; Dinner: Vegetable Wraps + Rice; Breakfast2: Fruit + Nuts; Lunch2: Vegetable Soup + Bread; Snacks2: Vegetable Soup + Bread
senior,male,tall,normal,gym,weight-loss,high,vegetarian,Mon: Treadmill HIIT; Tue: Rowing Machine; Wed: Battle Ropes; Thu: Rowing Machine; Fri: Cross Trainer; Sat: Treadmill HIIT; Sun: Cross Trainer,Breakfast: Lentil Soup + Veggies; Lunch: Fruit + Nuts; Snacks: Vegetable Salad + Quinoa; Dinner: Lentil Soup + Veggies; Breakfast2: Oats + Skim Milk + Banana; Lunch2: Fruit + Nuts; Snacks2: Vegetable Salad + Quinoa
young,female,short,underweight,gym,flexibility,medium,vegan,Mon: Core Machines; Tue: Yoga Machines; Wed: Balance Boards; Thu: Core Machines; Fri: Yoga Machines; Sat: Stretching; Sun: Stretching,Breakfast: Veg Stir Fry + Rice; Lunch: Veg Stir Fry + Rice; Snacks: Salads + Tofu; Dinner: Oatmeal + Soy Milk; Breakfast2: Fruit + Almond Yogurt; Lunch2: Fruit + Almond Yogurt; Snacks2: Oatmeal + Soy Milk
teen,male,short,obese,gym,stamina,medium,vegetarian,Mon: Stair Climber; Tue: HIIT Treadmill; Wed: Jump Rope; Thu: Elliptical; Fri: HIIT Treadmill; Sat: Jump Rope; Sun: Circuit Training,Breakfast: Fruit + Nuts; Lunch: Vegetable Soup + Bread; Snacks: Smoothie + Oats; Dinner: Vegetable Wraps + Rice; Breakfast2: Vegetable Soup + Bread; Lunch2: Smoothie + Oats; Snacks2: Vegetable Wraps + Rice
young,female,tall,normal,gym,stamina,high,vegetarian,Mon: HIIT Treadmill; Tue: Stair Climber; Wed: Stair Climber; Thu: HIIT Treadmill; Fri: Circuit Training; Sat: Jump Rope; Sun: Circuit Training,Breakfast: Vegetable Soup + Bread; Lunch: Smoothie + Oats; Snacks: Fruit + Nuts; Dinner: Vegetable Soup + Bread; Breakfast2: Vegetable Wraps + Rice; Lunch2: Smoothie + Oats; Snacks2: Vegetable Wraps + Rice
senior,female,tall,normal,gym,weight-loss,high,vegetarian,Mon: Spinning; Tue: Battle Ropes; Wed: Rowing Machine; Thu: Spinning; Fri: Treadmill HIIT; Sat: Battle Ropes; Sun: Treadmill HIIT,Breakfast: Oats + Skim Milk + Banana; Lunch: Vegetable Salad + Quinoa; Snacks: Vegetable Salad + Quinoa; Dinner: Fruit + Nuts; Breakfast2: Lentil Soup + Veggies; Lunch2: Oats + Skim Milk + Banana; Snacks2: Lentil Soup + Veggies
teen,female,medium,overweight,gym,stamina,high,vegetarian,Mon: HIIT Treadmill; Tue: Stair Climber; Wed: Jump Rope; Thu: Circuit Training; Fri: HIIT Treadmill; Sat: Stair Climber; Sun: Elliptical,Breakfast: Vegetable Soup + Bread; Lunch: Vegetable Wraps + Rice; Snacks: Fruit + Nuts; Dinner: Vegetable Wraps + Rice; Breakfast2: Vegetable Soup + Bread; Lunch2: Smoothie + Oats; Snacks2: Fruit + Nuts
senior,female,tall,normal,gym,weight-loss,high,vegan,Mon: Cross Trainer; Tue: Cross Trainer; Wed: Spinning; Thu: Rowing Machine; Fri: Battle Ropes; Sat: Spinning; Sun: Battle Ropes,Breakfast: Lentil Salad + Veg; Lunch: Fruit + Nuts; Snacks: Tofu Soup + Veggies; Dinner: Lentil Salad + Veg; Breakfast2: Fruit + Nuts; Lunch2: Oatmeal + Almond Milk; Snacks2: Tofu Soup + Veggies
senior,female,tall,underweight,home,flexibility,low,non-vegetarian,Mon: Pilates Mat; Tue: Mobility Drills; Wed: Balance Exercises; Thu: Stretching; Fri: Yoga Flow; Sat: Yoga Flow; Sun: Pilates Mat,Breakfast: Eggs + Oats; Lunch: Fish + Veg Stir Fry; Snacks: Fish + Veg Stir Fry; Dinner: Eggs + Oats; Breakfast2: Chicken Salad + Quinoa; Lunch2: Protein Shake + Nuts; Snacks2: Protein Shake + Nuts
senior,female,tall,obese,home,weight-loss,low,vegetarian,Mon: Bodyweight Circuit; Tue: Burpees; Wed: Jumping Jacks; Thu: Mountain Climbers; Fri: Jumping Jacks; Sat: High Knees; Sun: Bodyweight Circuit,Breakfast: Lentil Soup + Veggies; Lunch: Vegetable Salad + Quinoa; Snacks: Oats + Skim Milk + Banana; Dinner: Fruit + Nuts; Breakfast2: Oats + Skim Milk + Banana; Lunch2: Fruit + Nuts; Snacks2: Vegetable Salad + Quinoa
middle,male,short,normal,home,muscle-gain,low,vegan,Mon: Pull-ups; Tue: Push-ups; Wed: Resistance Bands; Thu: Push-ups; Fri: Lunges; Sat: Squats; Sun: Lunges,Breakfast: Tofu + Quinoa; Lunch: Tempeh Stir Fry + Veggies; Snacks: Nuts + Smoothie; Dinner: Chickpeas + Brown Rice; Breakfast2: Nuts + Smoothie; Lunch2: Tofu + Quinoa; Snacks2: Tempeh Stir Fry + Veggies
senior,male,short,overweight,gym,stamina,high,vegetarian,Mon: Circuit Training; Tue: Jump Rope; Wed: Jump Rope; Thu: Stair Climber; Fri: HIIT Treadmill; Sat: Elliptical; Sun: Circuit Training,Breakfast: Fruit + Nuts; Lunch: Smoothie + Oats; Snacks: Vegetable Soup + Bread; Dinner: Smoothie + Oats; Breakfast2: Vegetable Soup + Bread; Lunch2: Vegetable Wraps + Rice; Snacks2: Fruit + Nuts
